DOCUMENT_NO,DATE,CUSTOMER_NAME,TYPE,ITEM_NO,ITEM_DESCRIPTION,BAR_CODE,BRAND_NAME,ITEM_CATEGORY,QUANTITY,AMOUNT,UNIT_COST_LCY,SALESPERSON
195528,1/22/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
195861,1/23/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
198581,1/31/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
199682,2/4/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
206555,2/27/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
211904,3/18/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
218722,4/9/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
227565,5/7/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
248024,7/17/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
45676,7/20/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
248630,7/20/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
208734,3/7/2013,ARCO QATAR INC.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
74502,10/22/2014,ARCO QATAR INC.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,-300,190.5959697,201
393023,10/22/2014,ARCO QATAR INC.,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
208668,3/6/2013,BILFINGER BERGER QATAR W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
39051,3/7/2013,BILFINGER BERGER QATAR W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,-400,190.5959697,201
209335,3/10/2013,BILFINGER BERGER QATAR W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
210149,3/12/2013,BILFINGER BERGER QATAR W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
219872,4/14/2013,COPY WORLD CENTRE W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
224006,4/27/2013,COPY WORLD CENTRE W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
224166,4/27/2013,COPY WORLD CENTRE W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
226069,5/1/2013,COPY WORLD CENTRE W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
226070,5/1/2013,COPY WORLD CENTRE W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
41666,5/2/2013,COPY WORLD CENTRE W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
226213,5/2/2013,COPY WORLD CENTRE W.L.L,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
212223,3/19/2013,DESCON  ENGINEERING QATAR,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
415947,12/21/2014,GULF AGENCY COMPANY,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
190338,1/5/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
192146,1/10/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
192864,1/13/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
193102,1/14/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
193753,1/16/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
195202,1/21/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
196567,1/26/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
197000,1/27/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
199230,2/2/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
200188,2/5/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
200692,2/7/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
202864,2/16/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
206236,2/27/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
209283,3/9/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
39187,3/10/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
214257,3/25/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
214792,3/27/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
222435,4/21/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
222901,4/23/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
223199,4/23/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
224485,4/28/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
224487,4/28/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
242726,6/29/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
246364,7/10/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
249145,7/21/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
251049,7/29/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
251351,7/30/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
254742,8/14/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
259384,8/31/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
264891,9/17/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
266529,9/23/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
271577,10/8/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
274049,10/21/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
278654,11/4/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
297209,1/7/2014,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
297210,1/7/2014,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
305535,2/1/2014,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
306490,2/4/2014,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,0,201
310402,2/18/2014,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
313653,2/25/2014,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
316403,3/4/2014,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
389238,10/11/2014,HERTZ RENT A CAR,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,740.79,0,201
224256,4/27/2013,KEO INTERNATIONAL CONSULTANTS,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
338473,5/10/2014,KEO INTERNATIONAL CONSULTANTS,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
342153,5/21/2014,KEO INTERNATIONAL CONSULTANTS,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
201073,2/9/2013,MAN ENTERPRISES QATAR,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
201077,2/9/2013,MAN ENTERPRISES QATAR,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
203956,2/20/2013,MANCO CONTRACTING CO,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
38328,2/21/2013,MANCO CONTRACTING CO,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
214413,3/26/2013,MANCO CONTRACTING CO,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
251661,7/30/2013,MANCO CONTRACTING CO,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
257656,8/25/2013,MANCO CONTRACTING CO,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
330488,4/17/2014,MANCO CONTRACTING CO,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,394.56,0,201
554118,11/10/2015,MANCO CONTRACTING CO,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,396.58,0,201
194611,1/19/2013,MAPCO INC QATAR,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
255220,8/17/2013,MAPCO INC QATAR,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
257305,8/24/2013,MAPCO INC QATAR,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,500,190.5959697,201
216812,4/1/2013,MARUBENI CORPORATION,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
309929,2/16/2014,MARUBENI CORPORATION,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
528336,9/10/2015,MARUBENI CORPORATION,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
190682,1/6/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
192358,1/12/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
192703,1/13/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
195881,1/23/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
198130,1/30/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
199683,2/4/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
199684,2/4/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
200190,2/5/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
200196,2/5/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,250,190.5959697,201
203442,2/18/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
203958,2/20/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
206237,2/27/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
207877,3/4/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
208439,3/6/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
209809,3/11/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
210416,3/13/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
210747,3/14/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
39459,3/16/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
211488,3/17/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
213578,3/24/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
241798,6/26/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
44539,6/29/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,-400,190.5959697,201
242451,6/29/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,390.06,190.5959697,201
243874,7/1/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,200,190.5959697,201
244639,7/4/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
45075,7/7/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,-300,190.5959697,201
245511,7/7/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
246649,7/11/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
248025,7/17/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
258930,8/28/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
260675,9/3/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
266918,9/24/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
267633,9/26/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
270048,10/3/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
270073,10/3/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,400,190.5959697,201
280399,11/10/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
282122,11/17/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
286103,11/30/2013,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,190.5959697,201
296962,1/7/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
297872,1/11/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,0,201
304096,1/29/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
319538,3/16/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
319539,3/16/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,0,201
323565,3/27/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,288.89,0,201
326568,4/5/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,350,0,201
328706,4/12/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
332019,4/22/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
332765,4/24/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
334481,4/28/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
340984,5/19/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
344336,5/28/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,0,201
349312,6/11/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
350900,6/16/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
64791,6/23/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,-300,190.5959697,201
64792,6/23/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,-300,190.5959697,201
353501,6/23/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
353503,6/23/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
371468,8/18/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,296.81,0,201
371886,8/19/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
372824,8/23/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
373887,8/25/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
380785,9/14/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
382366,9/20/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
390265,10/13/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
391020,10/15/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,0,201
392573,10/21/2014,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,293.02,0,201
610501,3/19/2016,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
648071,6/7/2016,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
654757,6/23/2016,CASH CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,300,190.5959697,201
190737,1/6/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
192187,1/10/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
192521,1/12/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
192532,1/12/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
194115,1/17/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
194613,1/19/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
194734,1/20/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
195038,1/20/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
195207,1/21/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
199240,2/2/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
199996,2/5/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
201556,2/11/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
201895,2/13/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
202695,2/16/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
202698,2/16/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
203292,2/18/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
203293,2/18/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
205827,2/26/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
208017,3/4/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
208489,3/6/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,0,0,190.5959697,201
208748,3/7/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
210642,3/13/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
214038,3/25/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
214040,3/25/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
214054,3/25/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
214070,3/25/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
215754,3/30/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
218924,4/10/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
219830,4/14/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
41004,4/17/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
221384,4/18/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
222266,4/21/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
222271,4/21/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
225377,4/30/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
228252,5/11/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
241550,6/26/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
241838,6/26/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
248209,7/17/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
248716,7/20/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
249723,7/23/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
46211,7/30/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
252378,8/1/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
253254,8/5/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
253687,8/7/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
255593,8/18/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
261453,9/5/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
261640,9/7/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
263478,9/11/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
264212,9/15/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
264257,9/15/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
264929,9/17/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,0,0,190.5959697,201
266158,9/22/2013,INTER CLEARING,Resource,LABOUR,Labour Charges,nan,LABOUR,LABOUR,1,0,190.5959697,201
