DOCUMENT_NO,DATE,CUSTOMER_NAME,TYPE,ITEM_NO,ITEM_DESCRIPTION,BAR_CODE,BRAND_NAME,ITEM_CATEGORY,QUANTITY,AMOUNT,UNIT_COST_LCY,SALESPERSON
248844,7/21/2013,NOBLE INTERNATIONAL AGENCY,Resource,CONTRACT,"CONTRACT (REF#4729,SER#A0ED041012823, BH C360)",nan,CONTRACT,CONTRACT,12,10800,190.5959697,201
251806,7/31/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (REF#47418, BH C652)",nan,CONTRACT,CONTRACT,1,7198,190.5959697,201
269283,9/30/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (REF#47418,BH C652)",nan,CONTRACT,CONTRACT,1,3002,190.5959697,201
259607,8/31/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (REF#47418,BH-C652)",nan,CONTRACT,CONTRACT,1,2944,190.5959697,201
250362,7/27/2013,MAPCO INC QATAR,Resource,CONTRACT,"CONTRACT (REF#47638, BH-363)",nan,CONTRACT,CONTRACT,1,3000,190.5959697,201
251806,7/31/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (REF#48318, BH C7000)",nan,CONTRACT,CONTRACT,1,11804,190.5959697,201
269283,9/30/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (REF#48318,BH C7000)",nan,CONTRACT,CONTRACT,1,16272,190.5959697,201
259607,8/31/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (REF#48318,BH-C7000)",nan,CONTRACT,CONTRACT,1,10812,190.5959697,201
251806,7/31/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (REF#48409, BH C654)",nan,CONTRACT,CONTRACT,1,7,190.5959697,201
269283,9/30/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (REF#48409,BH C652)",nan,CONTRACT,CONTRACT,1,1211,190.5959697,201
259607,8/31/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (REF#48409,BH-C654)",nan,CONTRACT,CONTRACT,1,571,190.5959697,201
282723,11/18/2013,CASH CLEARING,Resource,CONTRACT,"CONTRACT (REF#48629, BH C360)",nan,CONTRACT,CONTRACT,1,476,190.5959697,201
244591,7/3/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (RER#47418, BH-C652)",nan,CONTRACT,CONTRACT,1,6528,190.5959697,201
244591,7/3/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT (RER#48318, BH-C7000)",nan,CONTRACT,CONTRACT,1,15523,190.5959697,201
211254,3/16/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,CONTRACT (SER#05186 & 05187),nan,CONTRACT,CONTRACT,1,13650,190.5959697,201
274786,10/23/2013,QATAR KENTZ W.L.L,Resource,CONTRACT,"CONTRACT RENEWAL (REF#38102, BH -600)",nan,CONTRACT,CONTRACT,2,9600,190.5959697,201
274786,10/23/2013,QATAR KENTZ W.L.L,Resource,CONTRACT,"CONTRACT RENEWAL (REF#43880, BH -C360)",nan,CONTRACT,CONTRACT,1,6300,190.5959697,201
274786,10/23/2013,QATAR KENTZ W.L.L,Resource,CONTRACT,"CONTRACT RENEWAL (REF#46208, BH -750)",nan,CONTRACT,CONTRACT,1,4800,190.5959697,201
274786,10/23/2013,QATAR KENTZ W.L.L,Resource,CONTRACT,"CONTRACT RENEWAL (REF#46286, BH -C360)",nan,CONTRACT,CONTRACT,2,12600,190.5959697,201
249811,7/24/2013,ALMANA TRADING CO.,Resource,CONTRACT,"CONTRACT(26397, KM BH 450)",nan,CONTRACT,CONTRACT,1,6000,190.5959697,201
258352,8/27/2013,MAPCO INC QATAR,Resource,CONTRACT,"CONTRACT(47725, BH-363)",nan,CONTRACT,CONTRACT,3,1800,190.5959697,201
218016,4/8/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,"CONTRACT(REF#23672, TDS-600, SER#960110781)",nan,CONTRACT,CONTRACT,1,11500,190.5959697,201
299739,1/16/2014,ARAB ENGINEERING BUREAU,Resource,CONTRACT,"CONTRACT(REF#26203,BH 750,SER#57AN00272)",nan,CONTRACT,CONTRACT,1,6000,0,201
219457,4/13/2013,ARCO QATAR INC.,Resource,LABOUR,"CONTRACT(REF#27065,SER#57BN00558, BH-600)",nan,CONTRACT,CONTRACT,1,4725,190.5959697,201
259238,8/29/2013,JAIDAH MOTORS,Resource,CONTRACT,"CONTRACT(REF#28380,BH-350)",nan,CONTRACT,CONTRACT,1,3775,190.5959697,201
259238,8/29/2013,JAIDAH MOTORS,Resource,CONTRACT,"CONTRACT(REF#28511,BH-350)",nan,CONTRACT,CONTRACT,1,3775,190.5959697,201
259238,8/29/2013,JAIDAH MOTORS,Resource,CONTRACT,"CONTRACT(REF#28902,BH-350)",nan,CONTRACT,CONTRACT,1,3775,190.5959697,201
252753,8/4/2013,ABB LLC,Resource,CONTRACT,"CONTRACT(REF#29996, BH 750)",nan,CONTRACT,CONTRACT,1,5225,190.5959697,201
257875,8/25/2013,REDCO CONSTRUCTION ALMANA,Resource,CONTRACT,"CONTRACT(REF#32451,BH-750)",nan,CONTRACT,CONTRACT,1,5225,190.5959697,201
259658,8/31/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,CONTRACT,"CONTRACT(REF#34820, BH-920)",nan,CONTRACT,CONTRACT,6,8100,190.5959697,201
259658,8/31/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,CONTRACT,"CONTRACT(REF#34821, BH-920)",nan,CONTRACT,CONTRACT,6,8100,190.5959697,201
219457,4/13/2013,ARCO QATAR INC.,Resource,LABOUR,"CONTRACT(REF#35314,SER#57BN00777, BH-600)",nan,CONTRACT,CONTRACT,1,4725,190.5959697,201
279760,11/9/2013,ALMANA TRADING CO.,Resource,CONTRACT,"CONTRACT(REF#40264, BH C353)",nan,CONTRACT,CONTRACT,1,5200,190.5959697,201
218016,4/8/2013,ARAB ENGINEERING BUREAU,Resource,LABOUR,"CONTRACT(REF#41478, TDS-700, SER#772006166)",nan,CONTRACT,CONTRACT,1,14300,190.5959697,201
203288,2/18/2013,GULF CONTRACTING CO.(GULF HOUSING),Resource,LABOUR,"CONTRACT(REF#43166, OCE TDS-400)",nan,CONTRACT,CONTRACT,6,9000,190.5959697,201
294260,12/28/2013,AL BALAGH TRADING & CONTRACTING,Resource,CONTRACT,"CONTRACT(REF#44369,BH-423)",nan,CONTRACT,CONTRACT,3,1650,190.5959697,201
254173,8/12/2013,AL BALAGH TRADING & CONTRACTING,Resource,CONTRACT,CONTRACT(REF#44369.KM BH-423,nan,CONTRACT,CONTRACT,1,1650,190.5959697,201
269283,9/30/2013,PARSONS INTERNATIONAL LIMITED,Resource,CONTRACT,"CONTRACT(REF#46671,BH C652)",nan,CONTRACT,CONTRACT,1,6816,190.5959697,201
446467,3/7/2015,AERO FREIGHT SERVICES,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,1051.4,0,201
486271,6/4/2015,AERO FREIGHT SERVICES,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,1143.8,0,201
502469,7/7/2015,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,439.75,0,201
528397,9/9/2015,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,302.2,0,201
540367,10/10/2015,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
546792,10/26/2015,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
585086,1/21/2016,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
606209,3/9/2016,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,190.5959697,201
617844,4/4/2016,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,190.5959697,201
629783,4/30/2016,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,361.68,190.5959697,201
633853,5/10/2016,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,109.1,190.5959697,201
666325,7/20/2016,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,583.52,190.5959697,201
669747,7/28/2016,AERO FREIGHT SERVICES,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,625.32,190.5959697,201
406325,11/25/2014,AL BALAGH TRADING & CONTRACTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,2743.05,0,201
451245,3/18/2015,AL BALAGH TRADING & CONTRACTING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,235.8,0,201
480559,5/24/2015,AL BALAGH TRADING & CONTRACTING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,452.95,0,201
481689,5/26/2015,AL BALAGH TRADING & CONTRACTING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
495647,6/22/2015,AL BALAGH TRADING & CONTRACTING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
514738,8/9/2015,AL BALAGH TRADING & CONTRACTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,1630.15,0,201
559308,11/22/2015,AL BALAGH TRADING & CONTRACTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,2434.7,0,201
596888,2/17/2016,AL BALAGH TRADING & CONTRACTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
638118,5/19/2016,AL BALAGH TRADING & CONTRACTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,190.5959697,201
407466,11/29/2014,AL SHULAH LIGHTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
407466,11/29/2014,AL SHULAH LIGHTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,654.08,0,201
439357,2/19/2015,AL SHULAH LIGHTING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
439357,2/19/2015,AL SHULAH LIGHTING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,552.2,0,201
479284,5/21/2015,AL SHULAH LIGHTING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,23.8,0,201
479284,5/21/2015,AL SHULAH LIGHTING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,535.28,0,201
516991,8/15/2015,AL SHULAH LIGHTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,91.08,0,201
516995,8/15/2015,AL SHULAH LIGHTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,43.05,0,201
561794,11/28/2015,AL SHULAH LIGHTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,242.3,0,201
561794,11/28/2015,AL SHULAH LIGHTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,433.68,0,201
596355,2/16/2016,AL SHULAH LIGHTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,122.85,0,201
596355,2/16/2016,AL SHULAH LIGHTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,61.44,0,201
641272,5/26/2016,AL SHULAH LIGHTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,154.2,190.5959697,201
641272,5/26/2016,AL SHULAH LIGHTING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,343.52,190.5959697,201
443321,2/28/2015,ALYSJ JOINT VENTURE,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,1839.15,0,201
443321,2/28/2015,ALYSJ JOINT VENTURE,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,165.75,0,201
450423,3/16/2015,DARWISH ENGINEERING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,449.52,0,201
473010,5/6/2015,DARWISH ENGINEERING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,1160.82,0,201
486761,6/6/2015,DARWISH ENGINEERING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,1636.68,0,201
608374,3/14/2016,DARWISH ENGINEERING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,482.2,190.5959697,201
669759,7/28/2016,DARWISH ENGINEERING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,259.5,190.5959697,201
416722,12/23/2014,GANNETT FLEMING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,118.38,0,201
444329,3/2/2015,GANNETT FLEMING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
482216,5/27/2015,GANNETT FLEMING,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,50.34,0,201
521650,8/26/2015,GANNETT FLEMING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
564405,12/3/2015,GANNETT FLEMING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
603734,3/3/2016,GANNETT FLEMING,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,30.9,190.5959697,201
413983,12/15/2014,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,107.4,0,201
433748,2/4/2015,GL NOBLE DENTON,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,184.4,0,201
433751,2/4/2015,GL NOBLE DENTON,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,175.95,0,201
445093,3/3/2015,GL NOBLE DENTON,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,91.85,0,201
445094,3/3/2015,GL NOBLE DENTON,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,200.1,0,201
462846,4/14/2015,GL NOBLE DENTON,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,152.1,0,201
462847,4/14/2015,GL NOBLE DENTON,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,271,0,201
486261,6/4/2015,GL NOBLE DENTON,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,104.35,0,201
486264,6/4/2015,GL NOBLE DENTON,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,215,0,201
503826,7/11/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,111.95,0,201
503827,7/11/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,199,0,201
512084,8/1/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,93.6,0,201
512085,8/1/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,135.45,0,201
530484,9/15/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,134.9,0,201
530487,9/15/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,283.45,0,201
541162,10/12/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,89.45,0,201
541279,10/12/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,203.5,0,201
556166,11/15/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,116.15,0,201
556167,11/15/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,205,0,201
565473,12/7/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,254.4,0,201
565475,12/7/2015,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,88,0,201
584266,1/19/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,134.55,0,201
584267,1/19/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,256.1,0,201
593767,2/10/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,128.6,0,201
593805,2/10/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,81.35,0,201
611743,3/21/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,99.8,190.5959697,201
611747,3/21/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,214.65,190.5959697,201
620252,4/10/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,88.2,190.5959697,201
620253,4/10/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,145.7,190.5959697,201
645514,6/2/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,103.45,190.5959697,201
645516,6/2/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,288.85,190.5959697,201
650389,6/13/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,46.9,190.5959697,201
650390,6/13/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,51.3,190.5959697,201
668748,7/26/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,147.3,190.5959697,201
668749,7/26/2016,GL NOBLE DENTON,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,75.45,190.5959697,201
447261,3/9/2015,GULF CONTRACTING CO.(GULF HOUSING),CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
447264,3/9/2015,GULF CONTRACTING CO.(GULF HOUSING),CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
447265,3/9/2015,GULF CONTRACTING CO.(GULF HOUSING),CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
539048,10/6/2015,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
539049,10/6/2015,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
559321,11/22/2015,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,270.7,0,201
559325,11/22/2015,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
560315,11/24/2015,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,679.7,0,201
560322,11/24/2015,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,2659,0,201
560361,11/24/2015,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
598923,2/22/2016,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,307.75,0,201
598925,2/22/2016,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,467.95,0,201
598927,2/22/2016,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,2578.5,0,201
598929,2/22/2016,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,55.9,0,201
639838,5/23/2016,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,367.8,190.5959697,201
639840,5/23/2016,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,2394.95,190.5959697,201
639842,5/23/2016,GULF CONTRACTING CO.(GULF HOUSING),Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,465.2,190.5959697,201
465318,4/20/2015,PARAGON OFFSHORE,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
504268,7/12/2015,PARAGON OFFSHORE,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
586922,1/25/2016,PARAGON OFFSHORE,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
586923,1/25/2016,PARAGON OFFSHORE,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
419565,12/30/2014,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,69.15,0,201
430991,1/29/2015,PARSONS INTERNATIONAL LIMITED,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,71.55,0,201
443306,2/28/2015,PARSONS INTERNATIONAL LIMITED,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,57.95,0,201
456394,3/30/2015,PARSONS INTERNATIONAL LIMITED,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,48.05,0,201
470089,4/30/2015,PARSONS INTERNATIONAL LIMITED,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,46.6,0,201
483886,5/31/2015,PARSONS INTERNATIONAL LIMITED,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,44.85,0,201
499821,6/30/2015,PARSONS INTERNATIONAL LIMITED,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,37.9,0,201
511023,7/30/2015,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,32.8,0,201
523100,8/30/2015,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,31.25,0,201
536441,9/30/2015,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,28.8,0,201
549441,10/31/2015,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,28.7,0,201
563418,11/30/2015,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,34.7,0,201
602327,2/29/2016,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,22,0,201
602328,2/29/2016,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,34.95,0,201
616429,3/31/2016,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,26.85,190.5959697,201
629768,4/30/2016,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,35.75,190.5959697,201
645084,6/1/2016,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,16.85,190.5959697,201
658535,6/30/2016,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,9,190.5959697,201
671294,7/31/2016,PARSONS INTERNATIONAL LIMITED,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,6.1,190.5959697,201
415045,12/17/2014,SIX CONSTRUCT LTD,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
452687,3/22/2015,SIX CONSTRUCT LTD,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
493660,6/17/2015,SIX CONSTRUCT LTD,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,0,201
610520,3/19/2016,SIX CONSTRUCT LTD,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,190.5959697,201
608398,3/14/2016,SIX CONSTRUCT -MIDMAC JV,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,190.5959697,201
649777,6/12/2016,SIX CONSTRUCT -MIDMAC JV,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,0,190.5959697,201
435686,2/9/2015,TNT EXPRESS,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,2828.04,0,201
452677,3/22/2015,TNT EXPRESS,CONTRACT,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,2543.52,0,201
509997,7/28/2015,TNT EXPRESS,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,2803.8,0,201
537055,10/1/2015,TNT EXPRESS,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,2563.92,0,201
587931,1/27/2016,TNT EXPRESS,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,3602.96,0,201
611090,3/20/2016,TNT EXPRESS,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,4634.04,190.5959697,201
665769,7/19/2016,TNT EXPRESS,Resource,EVAT19,Excess Black Copy Charge,nan,CONTRACT,CONTRACT,1,5943.8,190.5959697,201
